Acrobolbus,顶苞苔属
Camellia tsingpienensis var. pubisepala,毛萼金屏连蕊茶
Camellia tuberculata,瘤果茶
Camellia tuberculata var. atuberculata,秃蕊瘤果茶
Camellia villicarpa,小果毛蕊茶
Camellia viridicalyx,绿萼连蕊茶
Camellia viridicalyx var. linearifolia,线叶连蕊茶
Camellia wardii,滇缅离蕊茶
Camellia wardii var. muricatula,毛滇缅离蕊茶
Camellia xanthochroma,黄花短蕊茶
Camellia yunnanensis,五柱滇山茶
Camellia yunnanensis var. camellioides,毛果猴子木
Camellia zhaiana,红花长柄茶
Polyspora axillaris,大头茶
Polyspora chrysandra,黄药大头茶
Polyspora hainanensis,海南大头茶
Polyspora longicarpa,长果大头茶
Polyspora speciosa,四川大头茶
Polyspora tiantangensis,天堂大头茶
Pyrenaria diospyricarpa,叶萼核果茶
Pyrenaria hirta,粗毛核果茶
Pyrenaria hirta var. cordatula,心叶核果茶
Pyrenaria khasiana,印藏核果茶
Pyrenaria kwangsiensis,广西核果茶
Pyrenaria maculatoclada,斑枝核果茶
Pyrenaria menglaensis,勐腊核果茶
Pyrenaria microcarpa,小果核果茶
Pyrenaria microcarpa var. ovalifolia,卵叶核果茶
Pyrenaria multisepala,多萼核果茶
Pyrenaria oblongicarpa,长核果茶
Pyrenaria pingpianensis,屏边核果茶
Pyrenaria sophiae,云南核果茶
Pyrenaria spectabilis,大果核果茶
Pyrenaria spectabilis var. greeniae,长柱核果茶
Pyrenaria wuana,长萼核果茶
Schima argentea,银木荷
Schima brevipedicellata,短梗木荷
Schima crenata,钝齿木荷
Schima khasiana,尖齿木荷
Schima multibracteata,多苞木荷
Schima noronhae,南洋木荷
Schima parviflora,小花木荷
Schima remotiserrata,疏齿木荷
Schima sericans,贡山木荷
Schima sericans var. paracrenata,独龙木荷
Schima sinensis,中华木荷
Schima superba,木荷
Schima villosa,毛木荷
Schima wallichii,西南木荷
Stewartia calcicola,云南紫茎
Stewartia cordifolia,心叶紫茎
Stewartia crassifolia,厚叶紫茎
Stewartia densivillosa,狭萼紫茎
Stewartia laotica,老挝紫茎
Stewartia medogensis,墨脱紫茎
Stewartia micrantha,小花紫茎
Stewartia obovata,钝叶紫茎
Stewartia pteropetiolata,翅柄紫茎
Stewartia rostrata,长喙紫茎
Stewartia rubiginosa,红皮紫茎
Stewartia rubiginosa var. damingshanica,大明紫茎
Stewartia sichuanensis,四川紫茎
Stewartia sinensis,紫茎
Stewartia sinensis var. acutisepala,尖萼紫茎
Stewartia sinensis var. brevicalyx,短萼紫茎
Stewartia sinensis var. shensiensis,陕西紫茎
Stewartia sinii,黄毛紫茎
Stewartia villosa,柔毛紫茎
Stewartia villosa var. kwangtungensis,广东柔毛紫茎
Stewartia villosa var. serrata,齿叶柔毛紫茎
Aquilaria,沉香属
Daphne,瑞香属
Diarthron,草瑞香属
Edgeworthia,结香属
Eriosolena,毛花瑞香属
Rhamnoneuron,鼠皮树属
Stellera,狼毒属
Thymelaea,欧瑞香属
Wikstroemia,荛花属
Aquilaria sinensis,土沉香
Aquilaria yunnanensis,云南沉香
Daphne acutiloba,尖瓣瑞香
Daphne altaica,阿尔泰瑞香
Daphne angustiloba,狭瓣瑞香
Daphne arisanensis,台湾瑞香
Daphne aurantiaca,橙花瑞香
Daphne axillaris,腋花瑞香
Daphne bholua,藏东瑞香
Daphne bholua var. glacialis,落叶瑞香
Daphne brevituba,短管瑞香
Daphne championii,长柱瑞香
Daphne chingshuishaniana,高山瑞香
Daphne depauperata,少花瑞香
Daphne emeiensis,峨眉瑞香
Daphne erosiloba,啮蚀瓣瑞香
Daphne esquirolii,穗花瑞香
Daphne feddei,滇瑞香
Daphne feddei var. taliensis,大理瑞香
Daphne gemmata,川西瑞香
Daphne genkwa,芫花
Daphne giraldii,黄瑞香
Daphne gracilis,小娃娃皮
Daphne grueningiana,倒卵叶瑞香
Daphne hekouensis,河口瑞香
Daphne holosericea,丝毛瑞香
Daphne holosericea var. thibetensis,五出瑞香
Daphne jinyunensis,缙云瑞香
Daphne jinyunensis var. ptilostyla,毛柱瑞香
Daphne jinzhaiensis,金寨瑞香
Daphne kiusiana,日本毛瑞香
Daphne kiusiana var. atrocaulis,毛瑞香
Daphne kiusiana var. kiusiana,日本毛瑞香(原变种)
Daphne laciniata,翼柄瑞香
Daphne leishanensis,雷山瑞香
Daphne limprichtii,铁牛皮
Daphne longilobata,长瓣瑞香
Daphne longituba,长管瑞香
Daphne macrantha,大花瑞香
Daphne modesta,瘦叶瑞香
Daphne morrisonensis,玉山瑞香
Daphne myrtilloides,乌饭瑞香
Daphne nana,小芫花
Daphne odora,瑞香
Daphne ogisui,狄巢瑞香
Daphne pachyphylla,厚叶瑞香
Daphne papyracea,白瑞香
Daphne papyracea var. crassiuscula,山辣子皮
Daphne papyracea var. duclouxii,短柄白瑞香
Daphne papyracea var. grandiflora,大花白瑞香
Daphne pedunculata,长梗瑞香
Daphne penicillata,岷江瑞香
Daphne pseudomezereum,东北瑞香
Daphne purpurascens,紫花瑞香
Daphne retusa,凹叶瑞香
Daphne rhynchocarpa,喙果瑞香
Daphne rosmarinifolia,华瑞香
Daphne sureil,头序瑞香
Daphne tangutica,唐古特瑞香
Daphne tangutica var. wilsonii,野梦花
Daphne taylorii,西藏瑞香
Daphne tenuiflora,细花瑞香
Daphne tenuiflora var. legendrei,毛细花瑞香
Daphne tripartita,九龙瑞香
Daphne wangiana,少丝瑞香
Daphne xichouensis,西畴瑞香
Daphne yunnanensis,云南瑞香
Diarthron altaicum,阿尔泰假狼毒
Diarthron linifolium,草瑞香
Diarthron tianschanicum,天山假狼毒
Diarthron vesiculosum,囊管草瑞香
Edgeworthia albiflora,白结香
Edgeworthia chrysantha,结香
Edgeworthia eriosolenoides,西畴结香
Edgeworthia gardneri,滇结香
Eriosolena composita,毛花瑞香
Rhamnoneuron balansae,鼠皮树
Stellera chamaejasme,狼毒
Thymelaea passerina,欧瑞香
Wikstroemia alternifolia,互生叶荛花
Wikstroemia angustifolia,岩杉树
Wikstroemia anhuiensis,安徽荛花
Wikstroemia baimashanensis,白马山荛花
Wikstroemia canescens,荛花
Wikstroemia capitata,头序荛花
Wikstroemia capitatoracemosa,短总序荛花
Wikstroemia chamaedaphne,河朔荛花
Wikstroemia chui,窄叶荛花
Wikstroemia cochlearifolia,匙叶荛花
Wikstroemia delavayi,澜沧荛花
Wikstroemia dolichantha,一把香
Wikstroemia fargesii,城口荛花
Wikstroemia fuminensis,富民荛花
Wikstroemia glabra,光叶荛花
Wikstroemia gracilis,纤细荛花
Wikstroemia guanxianensis,龙池荛花
Wikstroemia hainanensis,海南荛花
Wikstroemia haoi,武都荛花
Wikstroemia huidongensis,会东荛花
Wikstroemia indica,了哥王
Wikstroemia jiulongensis,九龙荛花
Wikstroemia lamatsoensis,金丝桃荛花
Wikstroemia lanceolata,披针叶荛花
Wikstroemia leptophylla,细叶荛花
Wikstroemia leptophylla var. atroviolacea,黑紫荛花
Wikstroemia liangii,大叶荛花
Wikstroemia lichiangensis,丽江荛花
Wikstroemia ligustrina,羊眼子
Wikstroemia linoides,亚麻荛花
Wikstroemia longipaniculata,长锥序荛花
Wikstroemia lungtzeensis,隆子荛花
Wikstroemia micrantha,小黄构
Wikstroemia monnula,北江荛花
Wikstroemia monnula var. monnula,北江荛花(原变种)
Wikstroemia monnula var. xiuningensis,休宁荛花
Wikstroemia mononectaria,独鳞荛花
Wikstroemia nutans,细轴荛花
Wikstroemia nutans var. brevior,短细轴荛花
Wikstroemia pachyrachis,粗轴荛花
Wikstroemia pampaninii,鄂北荛花
Wikstroemia paxiana,懋功荛花
Wikstroemia pilosa,多毛荛花
Wikstroemia reginaldi-farreri,甘肃荛花
Wikstroemia retusa,倒卵叶荛花
Wikstroemia salicina,柳状荛花
Wikstroemia scytophylla,革叶荛花
Wikstroemia sinoparviflora,小花荛花
Wikstroemia stenophylla,轮叶荛花
Wikstroemia subcyclolepidota,亚环鳞荛花
Wikstroemia taiwanensis,台湾荛花
Wikstroemia techinensis,德钦荛花
Wikstroemia trichotoma,白花荛花
Wikstroemia trichotoma var. flavianthera,黄药白花荛花
Wikstroemia trichotoma var. trichotoma,白花荛花(原变种)
Wikstroemia vaccinium,越橘荛花
Wikstroemia zhejiangensis,浙江荛花
Wikstroemia zhouana,线叶荛花
Tofieldia,岩菖蒲属
Tofieldia coccinea,长白岩菖蒲
Tofieldia divergens,叉柱岩菖蒲
Tofieldia thibetica,岩菖蒲
Torricellia,鞘柄木属
Torricellia angulata,角叶鞘柄木
Torricellia intermedia,有齿鞘柄木
Torricellia tiliifolia,鞘柄木
Sciaphila,霉草属
Sciaphila arfakiana,兰屿霉草
Sciaphila jianfenglingensis,尖峰霉草
Sciaphila maculata,斑点霉草
Sciaphila ramosa,多枝霉草
Sciaphila secundiflora,大柱霉草
Sciaphila tenella,霉草
Tetracentron,水青树属
Trochodendron,昆栏树属
Tetracentron sinense,水青树
Trochodendron aralioides,昆栏树
Tropaeolum,旱金莲属
Tropaeolum majus,旱金莲
Sparganium,黑三棱属
Typha,香蒲属
Sparganium angustifolium,线叶黑三棱
Sparganium confertum,穗状黑三棱
Sparganium emersum,小黑三棱
Sparganium fallax,曲轴黑三棱
Sparganium glomeratum,短序黑三棱
Sparganium hyperboreum,无柱黑三棱
Sparganium limosum,沼生黑三棱
Sparganium natans,矮黑三棱
Sparganium stoloniferum,黑三棱
Sparganium stoloniferum subsp. choui,周氏黑三棱
Sparganium stoloniferum subsp. stoloniferum,黑三棱(原亚种)
Sparganium subglobosum,狭叶黑三棱
Sparganium yunnanense,云南黑三棱
Typha angustifolia,水烛
Typha changbaiensis,长白香蒲
Typha davidiana,达香蒲
Typha domingensis,长苞香蒲
Typha elephantina,象蒲
Typha latifolia,宽叶香蒲
Typha laxmannii,无苞香蒲
Typha laxmannii var. laxmannii,无苞香蒲(原变种)
Typha laxmannii var. mongolica,蒙古无苞香蒲
Typha lugdunensis,短序香蒲
Typha minima,小香蒲
Typha orientalis,香蒲
Typha pallida,球序香蒲
Typha przewalskii,普香蒲
Typha × glauca,
Hemiptelea,刺榆属
Ulmus,榆属
Zelkova,榉属
Hemiptelea davidii,刺榆
Ulmus americana,美国榆
Ulmus androssowii var. subhirsuta,毛枝榆
Ulmus bergmanniana,兴山榆
Ulmus bergmanniana var. bergmanniana,兴山榆(原变种)
Ulmus bergmanniana var. lasiophylla,蜀榆
Ulmus castaneifolia,多脉榆
Ulmus changii,杭州榆
Ulmus chenmoui,琅琊榆
Ulmus davidiana,黑榆
Ulmus davidiana var. davidiana,黑榆(原变种)
Ulmus davidiana var. japonica,春榆
Ulmus elongata,长序榆
Ulmus gaussenii,醉翁榆
Ulmus glaucescens,旱榆
Ulmus glaucescens var. glaucescens,旱榆(原变种)
Ulmus glaucescens var. lasiocarpa,毛果旱榆
Ulmus harbinensis,哈尔滨榆
Ulmus kunmingensis,昆明榆
Ulmus laciniata,裂叶榆
Ulmus lamellosa,脱皮榆
Ulmus lanceifolia,常绿榆
Ulmus macrocarpa,大果榆
Ulmus macrocarpa var. glabra,光秃大果榆
Ulmus macrocarpa var. macrocarpa,大果榆(原变种)
Ulmus mianzhuensis,绵竹榆
Ulmus microcarpa,小果榆
Ulmus parvifolia,榔榆
Ulmus prunifolia,李叶榆
Ulmus pseudopropinqua,假春榆
Ulmus pumila,榆树
Ulmus pumila var. gracia,细枝榆
Ulmus pumila var. pumila,榆(原变种)
Ulmus pumila var. sabulosa,锡盟沙地榆
Ulmus szechuanica,红果榆
Ulmus uyematsui,阿里山榆
Zelkova schneideriana,大叶榉树
Zelkova serrata,榉树
Zelkova sinica,大果榉
Zelkova sinica var. australis,黔南榉
Zelkova sinica var. sinica,大果榉(原变种)
Archiboehmeria,舌柱麻属
Boehmeria,苎麻属
Chamabainia,微柱麻属
Cypholophus,瘤冠麻属
Debregeasia,水麻属
Dendrocnide,火麻树属
Droguetia,单蕊麻属
Elatostema,楼梯草属
Girardinia,蝎子草属
Gonostegia,糯米团属
Laportea,艾麻属
Lecanthus,假楼梯草属
Leucosyke,四脉麻属
Maoutia,水丝麻属
Metapilea,头序冷水花属
Nanocnide,花点草属
Oreocnide,紫麻属
Parietaria,墙草属
Pellionia,赤车属
Pilea,冷水花属
Pipturus,落尾木属
Poikilospermum,锥头麻属
Pouzolzia,雾水葛属
Procris,藤麻属
Sarcochlamys,肉被麻属
Urtica,荨麻属
Zhengyia,征镒麻属
Archiboehmeria atrata,舌柱麻
Boehmeria allophylla,异叶苎麻
Boehmeria bicuspis,双尖苎麻
Boehmeria clidemioides,白面苎麻
Boehmeria clidemioides var. clidemioides,白面苎麻(原变种)
Boehmeria clidemioides var. diffusa,序叶苎麻
Boehmeria conica,锥序苎麻
Boehmeria densiflora,密花苎麻
Boehmeria densiglomerata,密球苎麻
Boehmeria dolichostachya,长序苎麻
Boehmeria dolichostachya var. dolichostachya,长序苎麻(原变种)
Boehmeria dolichostachya var. mollis,柔毛苎麻
Boehmeria formosana,海岛苎麻
Boehmeria formosana var. formosana,海岛苎麻(原变种)
Boehmeria formosana var. stricta,福州苎麻
Boehmeria glomerulifera,腋球苎麻
Boehmeria hamiltoniana,细序苎麻
Boehmeria ingjiangensis,盈江苎麻
Boehmeria japonica,野线麻
Boehmeria lanceolata,北越苎麻
Boehmeria leptostachya,纤穗苎麻
Boehmeria listeri,藏南苎麻
Boehmeria lohuiensis,琼海苎麻
Boehmeria macrophylla,水苎麻
Boehmeria macrophylla var. canescens,灰绿水苎麻
Boehmeria macrophylla var. macrophylla,水苎麻(原变种)
Boehmeria macrophylla var. rotundifolia,圆叶水苎麻
Boehmeria macrophylla var. scabrella,糙叶水苎麻
Boehmeria meifenggensis,梅峰苎麻
Boehmeria nivea,苎麻
Boehmeria nivea var. nivea,苎麻(原变种)
Boehmeria nivea var. tenacissima,青叶苎麻
Boehmeria penduliflora,长叶苎麻
Boehmeria pilosiuscula,疏毛水苎麻
Boehmeria platanifolia,八角麻
Boehmeria polystachya,歧序苎麻
Boehmeria siamensis,束序苎麻
Boehmeria silvestrii,赤麻
Boehmeria spicata,小赤麻
Boehmeria tomentosa,密毛苎麻
Boehmeria zollingeriana,帚序苎麻
Boehmeria zollingeriana var. blinii,黔桂苎麻
Boehmeria zollingeriana var. podocarpa,柄果苎麻
Boehmeria zollingeriana var. zollingeriana,帚序苎麻(原变种)
Chamabainia cuspidata,微柱麻
Cypholophus moluccanus,瘤冠麻
Debregeasia elliptica,椭圆叶水麻
Debregeasia hekouensis,河口水麻
Debregeasia longifolia,长叶水麻
Debregeasia orientalis,水麻
Debregeasia saeneb,柳叶水麻
Debregeasia squamata,鳞片水麻
Debregeasia wallichiana,长序水麻
Dendrocnide basirotunda,圆基火麻树
Dendrocnide kotoensis,红头咬人狗
Dendrocnide meyeniana,咬人狗
Dendrocnide sinuata,全缘火麻树
Dendrocnide stimulans,海南火麻树
Dendrocnide urentissima,火麻树
Droguetia iners subsp. urticoides,单蕊麻
Elatostema actinodromum,辐脉楼梯草
Elatostema actinotrichum,辐毛楼梯草
Elatostema acuminatum,渐尖楼梯草
Elatostema acuminatum var. acuminatum,渐尖楼梯草(原变种)
Elatostema acuminatum var. striolatum,短齿渐尖楼梯草
Elatostema acuteserratum,台湾楼梯草
Elatostema acutitepalum,尖被楼梯草
Elatostema adenophorum,腺点楼梯草
Elatostema adenophorum var. adenophorum,腺点楼梯草(原变种)
Elatostema adenophorum var. gymnocephalum,无苞腺点楼梯草
Elatostema albistipulum,白托叶楼梯草
Elatostema albopilosoides,拟疏毛楼梯草
Elatostema albopilosum,疏毛楼梯草
Elatostema albovillosum,展毛楼梯草
Elatostema aliferum,翅苞楼梯草
Elatostema alnifolium,桤叶楼梯草
Elatostema androstachyum,雄穗楼梯草
Elatostema angulaticaule,棱茎楼梯草
Elatostema angulaticaule var. angulaticaule,棱茎楼梯草(原变种)
Elatostema angulaticaule var. lasiocladum,毛棱茎楼梯草
Elatostema angulosum,翅棱楼梯草
Elatostema angustibracteum,狭苞楼梯草
Elatostema angustitepalum,狭被楼梯草
Elatostema anlongense,安龙楼梯草
Elatostema apicicrassum,厚苞楼梯草
Elatostema arcuatipes,曲梗楼梯草
Elatostema asterocephalum,星序楼梯草
Elatostema atropurpureum,深紫楼梯草
Elatostema atrostriatum,黑纹楼梯草
Elatostema atroviride,深绿楼梯草
Elatostema atroviride var. atroviride,深绿楼梯草(原变种)
Elatostema atroviride var. laxituberculatum,疏瘤深绿楼梯草
Elatostema attenuatoides,拟渐狭楼梯草
Elatostema attenuatum,渐狭楼梯草
Elatostema auriculatum,耳状楼梯草
Elatostema auriculatum var. auriculatum,耳状楼梯草(原变种)
Elatostema auriculatum var. strigosum,毛茎耳状楼梯草
Elatostema austroyunnanense,滇南楼梯草
Elatostema baiseense,百色楼梯草
Elatostema balansae,华南楼梯草
Elatostema balansae var. balansae,华南楼梯草(原变种)
Elatostema balansae var. hispidum,硬毛华南楼梯草
Elatostema bamaense,巴马楼梯草
Elatostema baoshanense,保山楼梯草
Elatostema basicapitulum,基序楼梯草
Elatostema beibengense,背崩楼梯草
Elatostema biformibracteolatum,二形苞楼梯草
Elatostema biglomeratum,叉序楼梯草
Elatostema binatum,对序楼梯草
Elatostema binerve,二脉楼梯草
Elatostema bioppositum,双对生楼梯草
Elatostema boehmerioides,苎麻楼梯草
Elatostema bomiense,波密楼梯草
Elatostema brachyodontum,短齿楼梯草
Elatostema brachyodontum subsp. lengshuiheensis,冷水河楼梯草
Elatostema bracteosum,显苞楼梯草
Elatostema breviacuminatum,短尖楼梯草
Elatostema brevicaudatum,短尾楼梯草
Elatostema brevipedunculatum,短梗楼梯草
Elatostema brunneinerve,褐脉楼梯草
Elatostema brunneinerve var. brunneinerve,褐脉楼梯草(原变种)
Elatostema brunneinerve var. papillosum,乳突褐脉楼梯草
Elatostema brunneobracteolatum,褐苞楼梯草
Elatostema brunneostriolatum,褐纹楼梯草
Elatostema cataractum,瀑布楼梯草
Elatostema caudatoacuminatum,长渐尖楼梯草
Elatostema caudiculatum,尾苞楼梯草
Elatostema celingense,毛翅楼梯草
Elatostema chiwuanum,启无楼梯草
Elatostema cikaiense,茨开楼梯草
Elatostema conduplicatum,折苞楼梯草
Elatostema coriaceifolium,革叶楼梯草
Elatostema coriaceifolium var. acuminatissimum,长尖革叶楼梯草
Elatostema coriaceifolium var. coriaceifolium,革叶楼梯草(原变种)
Elatostema costatoalatum,肋翅楼梯草
Elatostema crassicostatum,粗肋楼梯草
Elatostema crassimucronatum,粗尖楼梯草
Elatostema crassipenicillum,粗柱头毛楼梯草
Elatostema crassiusculum,厚叶楼梯草
Elatostema crenatum,浅齿楼梯草
Elatostema crispulum,弯毛楼梯草
Elatostema cucullatonaviculare,兜船楼梯草
Elatostema cuipingfengense,翠屏峰楼梯草
Elatostema cultratum,刀状楼梯草
Elatostema cuneatum,稀齿楼梯草
Elatostema cuneiforme,楔苞楼梯草
Elatostema cuneiforme var. cuneiforme,楔苞楼梯草(原变种)
Elatostema cuneiforme var. gracilipes,细梗楔苞楼梯草
Elatostema cuspidatum,骤尖楼梯草
Elatostema cuspidatum var. cuspidatum,骤尖楼梯草(原变种)
Elatostema cuspidatum var. dolichoceras,长角骤尖楼梯草
Elatostema cuspidatum var. ecorniculatum,无角骤尖楼梯草
Elatostema cyrtandrifolioides,拟锐齿楼梯草
Elatostema cyrtandrifolium,锐齿楼梯草
Elatostema cyrtandrifolium var. cyrtandrifolium,锐齿楼梯草(原变种)
Elatostema cyrtandrifolium var. daweishanicum,大围山楼梯草
Elatostema cyrtandrifolium var. hirsutum,硬毛锐齿楼梯草
Elatostema dactylocephalum,指序楼梯草
Elatostema daxinense,大新楼梯草
Elatostema densistriolatum,密毛楼梯草
Elatostema dentatocaudatum,齿尾楼梯草
Elatostema didymocephalum,双头楼梯草
Elatostema dingjieense,定结楼梯草
Elatostema dissectoides,拟盘托楼梯草
Elatostema dissectum,盘托楼梯草
Elatostema dissectum var. dissectum,盘托楼梯草(原变种)
Elatostema dissectum var. hispidum,硬毛盘托楼梯草
Elatostema dulongense,独龙楼梯草
Elatostema duyunense,都匀楼梯草
Elatostema edule,食用楼梯草
Elatostema edule var. ecostatum,南海楼梯草
Elatostema edule var. edule,食用楼梯草(原变种)
Elatostema eriocephalum,绒序楼梯草
